payment_id,customer_id,amount,payment_method,subscription_type,status,failure_reason,retry_count,bank_response,recoverable,payment_date
PAY000807,CUST5684,6320,Net Banking,Monthly,FAILED,Invalid CVV,2,Timeout,0,2026-05-28 19:40:38.959140
PAY000808,CUST9470,20190,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-07-13 09:41:38.959140
PAY000809,CUST9952,14900,Credit Card,Quarterly,FAILED,Card Expired,0,Declined,0,2026-07-19 08:31:38.959140
PAY000810,CUST8433,14873,Wallet,Annual,SUCCESS,,0,Approved,0,2026-04-11 08:45:38.959140
PAY000811,CUST3024,14998,UPI,Monthly,FAILED,User Cancelled,0,Declined,0,2026-04-24 07:51:38.959140
PAY000812,CUST9582,20876,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-03-25 07:56:38.959140
PAY000813,CUST3799,16865,Debit Card,Annual,FAILED,Invalid CVV,1,Approved,0,2026-05-17 17:42:38.959140
PAY000814,CUST1840,5017,Net Banking,Quarterly,FAILED,Bank Timeout,1,Declined,1,2026-08-14 23:09:38.959140
PAY000815,CUST3960,14721,UPI,Monthly,SUCCESS,,2,Approved,0,2026-07-01 20:14:38.959140
PAY000816,CUST9169,214,Wallet,Monthly,FAILED,UPI Failure,2,Processing Error,1,2026-03-12 00:34:38.959140
PAY000817,CUST8794,16268,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-04-18 06:46:38.959140
PAY000818,CUST9967,19799,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-04-23 08:24:38.959140
PAY000819,CUST3429,6902,UPI,Annual,SUCCESS,,0,Approved,0,2026-04-12 10:48:38.959140
PAY000820,CUST5889,4862,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-07-09 05:23:38.959140
PAY000821,CUST5659,13761,Wallet,Annual,SUCCESS,,1,Approved,0,2026-04-08 04:07:38.959140
PAY000822,CUST6901,19594,UPI,Monthly,SUCCESS,,1,Approved,0,2026-05-31 16:38:38.959140
PAY000823,CUST8001,10677,Wallet,Monthly,FAILED,Invalid CVV,2,Approved,0,2026-08-20 04:36:38.959140
PAY000824,CUST5496,4507,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-07-14 06:04:38.959140
PAY000825,CUST1953,6975,UPI,Annual,SUCCESS,,1,Approved,0,2026-06-29 05:20:38.959140
PAY000826,CUST5705,20709,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-06-05 20:23:38.959140
PAY000827,CUST9132,8607,Wallet,Annual,FAILED,Bank Timeout,2,Blocked,1,2026-08-25 13:49:38.959140
PAY000828,CUST4812,16237,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-08-17 16:01:38.959140
PAY000829,CUST2932,884,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-07-01 15:54:38.959140
PAY000830,CUST4478,13666,UPI,Annual,FAILED,User Cancelled,0,Blocked,0,2026-05-09 13:35:38.959140
PAY000831,CUST2111,9327,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-07-31 15:39:38.959140
PAY000832,CUST6460,10713,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-03-30 12:35:38.959140
PAY000833,CUST3877,20283,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-08-08 06:29:38.959140
PAY000834,CUST3224,22134,Net Banking,Monthly,FAILED,UPI Failure,3,Approved,1,2026-08-23 14:00:38.959140
PAY000835,CUST7782,17694,UPI,Annual,SUCCESS,,2,Approved,0,2026-06-01 23:47:38.959140
PAY000836,CUST9779,23854,UPI,Monthly,SUCCESS,,2,Approved,0,2026-06-18 20:50:38.959140
PAY000837,CUST3446,10968,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-03-21 20:31:38.959140
PAY000838,CUST7382,12394,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-06-21 17:53:38.959140
PAY000839,CUST6152,24725,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-07-16 04:35:38.959140
PAY000840,CUST8404,16386,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-16 10:42:38.959140
PAY000841,CUST1612,5833,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-05-16 22:12:38.959140
PAY000842,CUST9192,916,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-08-21 13:02:38.959140
PAY000843,CUST6363,15941,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-07-28 23:35:38.959140
PAY000844,CUST7350,17012,Wallet,Monthly,FAILED,Insufficient Funds,1,Processing Error,1,2026-04-16 03:42:38.959140
PAY000845,CUST8649,1541,UPI,Monthly,SUCCESS,,0,Approved,0,2026-05-09 11:23:38.959140
PAY000846,CUST6114,21692,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-03-13 21:27:38.959140
PAY000847,CUST6228,9489,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-06-14 16:46:38.959140
PAY000848,CUST2875,4991,UPI,Annual,SUCCESS,,1,Approved,0,2026-04-28 14:46:38.959140
PAY000849,CUST6739,3453,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-06-16 13:34:38.959140
PAY000850,CUST5011,23179,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-06-22 07:26:38.959140
PAY000851,CUST3131,11198,UPI,Quarterly,SUCCESS,,3,Approved,0,2026-03-19 00:51:38.959140
PAY000852,CUST7987,1752,Net Banking,Monthly,FAILED,Insufficient Funds,0,Approved,1,2026-05-18 15:12:38.959140
PAY000853,CUST6826,19522,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-06-29 23:57:38.959140
PAY000854,CUST3159,23459,UPI,Annual,FAILED,UPI Failure,0,Blocked,1,2026-08-24 18:56:38.959140
PAY000855,CUST8625,15027,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-07-12 09:45:38.959140
PAY000856,CUST4004,4808,Debit Card,Quarterly,FAILED,User Cancelled,2,Processing Error,0,2026-08-22 23:35:38.959140
PAY000857,CUST2849,1090,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-06-04 08:00:38.959140
PAY000858,CUST6711,5695,Wallet,Annual,SUCCESS,,2,Approved,0,2026-07-27 14:25:38.959140
PAY000859,CUST2752,3471,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-08-05 15:10:38.959140
PAY000860,CUST7773,9998,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-05-21 18:25:38.959140
PAY000861,CUST2082,5309,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-05-18 16:09:38.959140
PAY000862,CUST6606,19463,Wallet,Annual,FAILED,Invalid CVV,3,Blocked,0,2026-07-30 13:57:38.959140
PAY000863,CUST8972,21811,UPI,Annual,SUCCESS,,0,Approved,0,2026-07-22 09:34:38.959140
PAY000864,CUST8294,10760,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-08-06 10:42:38.959140
PAY000865,CUST9098,2379,UPI,Monthly,FAILED,Invalid CVV,0,Timeout,0,2026-07-12 14:15:38.959140
PAY000866,CUST3403,4651,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-07-25 14:57:38.959140
PAY000867,CUST4369,12877,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-04-14 10:06:38.959140
PAY000868,CUST8122,22366,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-08-24 00:13:38.959140
PAY000869,CUST3089,20136,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-08-11 02:36:38.959140
PAY000870,CUST6885,18084,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-03-09 22:55:38.959140
PAY000871,CUST7271,7807,Net Banking,Quarterly,FAILED,Invalid CVV,3,Timeout,0,2026-07-15 15:17:38.959140
PAY000872,CUST3278,7020,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-06-04 05:58:38.959140
PAY000873,CUST5726,11904,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-04-06 21:14:38.959140
PAY000874,CUST8974,21345,Net Banking,Monthly,SUCCESS,,0,Approved,0,2026-04-05 00:21:38.959140
PAY000875,CUST8471,21144,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-08-13 09:17:38.959140
PAY000876,CUST8373,14988,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-06-18 07:10:38.959140
PAY000877,CUST9161,14017,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-06-23 00:17:38.959140
PAY000878,CUST1620,13561,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-03-15 21:25:38.959140
PAY000879,CUST2311,3807,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-07-13 12:03:38.959140
PAY000880,CUST9469,24694,UPI,Annual,SUCCESS,,2,Approved,0,2026-06-02 10:34:38.959140
PAY000881,CUST6119,2997,Wallet,Monthly,FAILED,Card Expired,1,Blocked,0,2026-06-03 19:24:38.959140
PAY000882,CUST8687,17630,Wallet,Annual,FAILED,UPI Failure,0,Blocked,1,2026-06-03 03:45:38.959140
PAY000883,CUST3744,11663,UPI,Annual,SUCCESS,,2,Approved,0,2026-05-01 10:48:38.959140
PAY000884,CUST8752,24656,Wallet,Monthly,FAILED,Fraud Suspected,2,Approved,0,2026-07-20 03:25:38.959140
PAY000885,CUST1447,21605,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-04 01:21:38.959140
PAY000886,CUST5552,16666,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-08-11 19:15:38.959140
PAY000887,CUST2827,9117,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-03-12 09:17:38.959140
PAY000888,CUST3873,24313,Debit Card,Annual,FAILED,UPI Failure,1,Timeout,1,2026-07-07 19:07:38.959140
PAY000889,CUST2382,6023,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-05-11 05:09:38.959140
PAY000890,CUST4898,5150,Net Banking,Annual,FAILED,Invalid CVV,3,Processing Error,0,2026-07-24 20:05:38.959140
PAY000891,CUST5331,7008,UPI,Monthly,SUCCESS,,2,Approved,0,2026-03-19 16:35:38.959140
PAY000892,CUST8803,13165,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-05-03 15:55:38.959140
PAY000893,CUST5302,23220,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-06-04 04:44:38.959140
PAY000894,CUST6172,487,Wallet,Annual,FAILED,UPI Failure,2,Processing Error,1,2026-08-25 14:19:38.959140
PAY000895,CUST5466,3289,Debit Card,Quarterly,FAILED,Invalid CVV,2,Blocked,0,2026-08-10 11:46:38.959140
PAY000896,CUST7408,3319,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-07-06 22:06:38.959140
PAY000897,CUST6528,24160,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-06-12 10:56:38.959140
PAY000898,CUST2113,22145,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-08-08 04:56:38.959140
PAY000899,CUST4594,3503,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-05-12 19:01:38.959140
PAY000900,CUST4552,875,Wallet,Annual,SUCCESS,,0,Approved,0,2026-03-20 03:45:38.959140
PAY000901,CUST3128,4030,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-08-12 17:04:38.959140
PAY000902,CUST5150,21329,Debit Card,Quarterly,FAILED,Card Expired,1,Declined,0,2026-08-19 21:55:38.959140
PAY000903,CUST5528,2580,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-08-24 18:33:38.959140
PAY000904,CUST2022,10696,Net Banking,Quarterly,FAILED,Card Expired,2,Timeout,0,2026-04-08 06:52:38.959140
PAY000905,CUST5336,2067,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-04 18:24:38.959140
PAY000906,CUST9061,6674,UPI,Monthly,SUCCESS,,3,Approved,0,2026-04-11 06:51:38.959140
PAY000907,CUST2740,14230,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-06-29 13:41:38.959140
PAY000908,CUST5105,1241,Net Banking,Monthly,SUCCESS,,0,Approved,0,2026-03-22 14:52:38.959140
PAY000909,CUST5365,4976,Credit Card,Annual,FAILED,Insufficient Funds,0,Processing Error,1,2026-08-26 15:06:38.959140
PAY000910,CUST9039,12922,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-06-11 14:58:38.959140
PAY000911,CUST4700,23946,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-06-16 03:05:38.959140
PAY000912,CUST5961,15895,Net Banking,Monthly,FAILED,User Cancelled,0,Timeout,0,2026-06-21 01:33:38.959140
PAY000913,CUST9759,21302,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-05-15 07:29:38.959140
PAY000914,CUST4129,9600,Debit Card,Annual,FAILED,Insufficient Funds,1,Processing Error,1,2026-04-10 22:53:38.959140
PAY000915,CUST2390,3597,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-06-06 08:47:38.959140
PAY000916,CUST4907,1268,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-03-14 10:03:38.959140
PAY000917,CUST9748,17811,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-06-08 18:23:38.959140
PAY000918,CUST1701,1935,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-07-31 05:05:38.959140
PAY000919,CUST9791,21524,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-08-27 22:32:38.959140
PAY000920,CUST3319,2459,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-07-21 16:30:38.959140
PAY000921,CUST3138,20361,UPI,Monthly,SUCCESS,,0,Approved,0,2026-04-22 23:31:38.959140
PAY000922,CUST3796,10169,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-05-31 20:20:38.959140
PAY000923,CUST4320,3583,Net Banking,Quarterly,FAILED,Network Error,0,Approved,1,2026-06-08 07:17:38.959140
PAY000924,CUST9943,24279,Credit Card,Quarterly,FAILED,Card Expired,3,Blocked,0,2026-05-07 19:50:38.959140
PAY000925,CUST2035,7086,UPI,Quarterly,FAILED,Bank Timeout,0,Timeout,1,2026-06-25 18:27:38.959140
PAY000926,CUST7060,13702,Wallet,Monthly,SUCCESS,,1,Approved,0,2026-07-14 13:23:38.959140
PAY000927,CUST2637,19169,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-04-03 01:56:38.959140
PAY000928,CUST3939,611,UPI,Annual,FAILED,Insufficient Funds,3,Approved,1,2026-03-24 11:54:38.959140
PAY000929,CUST8798,9396,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-07-14 01:11:38.959140
PAY000930,CUST4919,8977,Credit Card,Annual,SUCCESS,,3,Approved,0,2026-05-23 19:25:38.959140
PAY000931,CUST9190,19637,Wallet,Monthly,SUCCESS,,1,Approved,0,2026-07-18 08:43:38.959140
PAY000932,CUST1074,9968,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-05-25 00:56:38.959140
PAY000933,CUST6929,17472,Wallet,Annual,SUCCESS,,0,Approved,0,2026-06-30 11:20:38.959140
PAY000934,CUST1869,20626,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-04-29 02:57:38.959140
PAY000935,CUST1706,22553,UPI,Annual,FAILED,Bank Timeout,3,Declined,1,2026-06-08 08:54:38.959140
PAY000936,CUST6477,6966,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-04-24 13:32:38.959140
PAY000937,CUST9804,24360,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-08-25 04:00:38.959140
PAY000938,CUST6340,15993,Net Banking,Monthly,FAILED,Network Error,0,Processing Error,1,2026-03-22 16:49:38.959140
PAY000939,CUST2804,10771,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-07-29 14:37:38.959140
PAY000940,CUST4276,24273,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-08-15 03:49:38.959140
PAY000941,CUST8141,19271,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-03-19 16:38:38.959140
PAY000942,CUST8499,15008,Credit Card,Annual,FAILED,User Cancelled,1,Declined,0,2026-05-19 07:30:38.959140
PAY000943,CUST3084,8936,UPI,Annual,SUCCESS,,1,Approved,0,2026-05-09 22:45:38.959140
PAY000944,CUST8627,9293,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-03-30 00:40:38.959140
PAY000945,CUST5835,11357,Wallet,Monthly,SUCCESS,,1,Approved,0,2026-08-18 04:00:38.959140
PAY000946,CUST7745,21004,Wallet,Quarterly,FAILED,Network Error,1,Approved,1,2026-06-23 01:05:38.959140
PAY000947,CUST1237,7191,Net Banking,Annual,FAILED,UPI Failure,3,Timeout,1,2026-08-09 04:05:38.959140
PAY000948,CUST3440,8219,Wallet,Monthly,FAILED,Network Error,2,Blocked,1,2026-05-27 20:29:38.959140
PAY000949,CUST9261,1548,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-06-03 11:32:38.959140
PAY000950,CUST9114,15803,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-05-31 03:58:38.959140
PAY000951,CUST4571,506,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-08-29 17:33:38.959140
PAY000952,CUST8860,21320,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-03-12 16:49:38.959140
PAY000953,CUST8598,18789,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-05-31 14:27:38.959140
PAY000954,CUST1022,12236,UPI,Quarterly,SUCCESS,,3,Approved,0,2026-07-15 22:37:38.959140
PAY000955,CUST9887,11007,Wallet,Monthly,FAILED,Invalid CVV,0,Timeout,0,2026-05-02 19:03:38.959140
PAY000956,CUST6963,2751,UPI,Monthly,FAILED,Insufficient Funds,2,Blocked,1,2026-07-21 17:49:38.959140
PAY000957,CUST7003,15347,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-05-15 08:26:38.959140
PAY000958,CUST6487,2294,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-04-03 23:56:38.959140
PAY000959,CUST4693,15778,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-07-24 21:53:38.959140
PAY000960,CUST7108,16599,Debit Card,Quarterly,FAILED,Insufficient Funds,3,Approved,1,2026-04-29 06:05:38.959140
PAY000961,CUST9714,17357,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-06-03 09:24:38.959140
PAY000962,CUST8501,12162,UPI,Monthly,SUCCESS,,0,Approved,0,2026-04-13 02:09:38.959140
PAY000963,CUST2791,5958,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-03-23 19:25:38.959140
PAY000964,CUST4346,4947,Wallet,Annual,SUCCESS,,3,Approved,0,2026-04-06 04:46:38.959140
PAY000965,CUST6680,13748,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-06-04 01:45:38.959140
PAY000966,CUST2031,802,UPI,Monthly,SUCCESS,,2,Approved,0,2026-04-13 05:15:38.959140
PAY000967,CUST8965,17125,Wallet,Annual,FAILED,User Cancelled,2,Timeout,0,2026-05-23 17:56:38.959140
PAY000968,CUST5982,18071,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-06-01 04:17:38.959140
PAY000969,CUST8933,10142,Debit Card,Quarterly,FAILED,Fraud Suspected,1,Declined,0,2026-07-31 11:35:38.959140
PAY000970,CUST3725,1649,Wallet,Monthly,FAILED,Fraud Suspected,1,Processing Error,0,2026-05-13 02:02:38.959140
PAY000971,CUST3514,9445,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-04-10 17:23:38.959140
PAY000972,CUST5266,10474,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-29 01:30:38.959140
PAY000973,CUST6192,23270,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-07-08 23:04:38.959140
PAY000974,CUST5940,17789,UPI,Monthly,SUCCESS,,1,Approved,0,2026-06-14 22:45:38.959140
PAY000975,CUST8504,16463,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-08-29 08:11:38.959140
PAY000976,CUST5842,24298,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-07-05 15:05:38.959140
PAY000977,CUST2840,24811,Net Banking,Monthly,FAILED,UPI Failure,1,Timeout,1,2026-08-02 08:38:38.959140
PAY000978,CUST1406,18152,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-05-04 21:15:38.959140
PAY000979,CUST4197,14712,Wallet,Annual,FAILED,User Cancelled,2,Approved,0,2026-03-26 15:17:38.959140
PAY000980,CUST2369,9206,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-03-13 21:44:38.959140
PAY000981,CUST9035,2962,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-04-14 04:47:38.959140
PAY000982,CUST3423,1935,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-05-21 04:11:38.959140
PAY000983,CUST6756,498,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-05-11 14:12:38.959140
PAY000984,CUST8249,2969,Debit Card,Monthly,FAILED,UPI Failure,1,Processing Error,1,2026-07-20 07:16:38.959140
PAY000985,CUST4404,13987,Debit Card,Quarterly,FAILED,Card Expired,3,Declined,0,2026-04-04 05:00:38.959140
PAY000986,CUST1108,17312,Net Banking,Annual,FAILED,Invalid CVV,2,Approved,0,2026-03-21 20:05:38.959140
PAY000987,CUST3243,13681,Credit Card,Monthly,FAILED,UPI Failure,1,Blocked,1,2026-06-18 23:37:38.959140
PAY000988,CUST5979,9584,Net Banking,Annual,FAILED,Fraud Suspected,3,Blocked,0,2026-03-17 11:45:38.959140
PAY000989,CUST1040,7456,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-07-31 20:07:38.959140
PAY000990,CUST5713,21088,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-04-01 09:46:38.959140
PAY000991,CUST2955,22638,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-03-14 23:30:38.959140
PAY000992,CUST8144,2285,Debit Card,Annual,FAILED,UPI Failure,2,Blocked,1,2026-06-23 13:56:38.959140
PAY000993,CUST9397,22848,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-05-16 17:46:38.959140
PAY000994,CUST3219,5435,Debit Card,Monthly,FAILED,User Cancelled,0,Processing Error,0,2026-04-05 09:42:38.959140
PAY000995,CUST6832,11933,UPI,Quarterly,SUCCESS,,3,Approved,0,2026-07-03 15:02:38.959140
PAY000996,CUST4175,21035,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-06-11 08:21:38.959140
PAY000997,CUST6180,5575,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-15 14:59:38.959140
PAY000998,CUST9755,22654,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-03-27 05:56:38.959140
PAY000999,CUST8944,521,Net Banking,Quarterly,FAILED,Fraud Suspected,1,Timeout,0,2026-06-12 03:09:38.959140
PAY001000,CUST4622,5441,Credit Card,Annual,FAILED,Bank Timeout,0,Blocked,1,2026-04-18 11:08:38.959140
PAY001001,CUST8544,17323,UPI,Monthly,SUCCESS,,0,Approved,0,2026-05-24 18:38:38.959140
PAY001002,CUST3277,668,Net Banking,Annual,FAILED,Fraud Suspected,3,Timeout,0,2026-05-12 04:35:38.959140
PAY001003,CUST5991,11307,UPI,Annual,SUCCESS,,1,Approved,0,2026-07-17 00:48:38.959140
PAY001004,CUST6036,7385,Credit Card,Monthly,FAILED,Bank Timeout,1,Declined,1,2026-08-12 18:42:38.959140
PAY001005,CUST2830,2674,UPI,Monthly,SUCCESS,,3,Approved,0,2026-07-13 13:27:38.959140
PAY001006,CUST1537,24915,Wallet,Annual,FAILED,Network Error,3,Approved,1,2026-03-17 12:59:38.959140
PAY001007,CUST2085,3995,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-03-17 16:19:38.959140
PAY001008,CUST4365,3261,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-08-24 07:12:38.959140
PAY001009,CUST3384,11618,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-03-26 07:51:38.959140
PAY001010,CUST2119,5360,UPI,Annual,SUCCESS,,1,Approved,0,2026-06-09 17:12:38.959140
PAY001011,CUST3814,17427,Wallet,Monthly,FAILED,Network Error,1,Timeout,1,2026-07-18 02:39:38.959140
PAY001012,CUST4033,3332,Net Banking,Annual,FAILED,UPI Failure,1,Timeout,1,2026-08-24 08:51:38.959140
PAY001013,CUST9425,6025,Credit Card,Quarterly,FAILED,Invalid CVV,2,Declined,0,2026-05-17 21:47:38.959140
PAY001014,CUST2807,10397,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-06-02 14:47:38.959140
PAY001015,CUST1665,11936,UPI,Quarterly,SUCCESS,,2,Approved,0,2026-06-19 05:22:38.959140
PAY001016,CUST6111,12707,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-05-31 23:39:38.959140
PAY001017,CUST2140,9621,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-04-13 04:02:38.959140
PAY001018,CUST2723,517,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-07-10 03:39:38.959140
PAY001019,CUST3348,22267,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-03-31 12:06:38.959140
PAY001020,CUST6959,3432,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-03-21 13:57:38.959140
PAY001021,CUST7958,13346,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-04-21 04:39:38.959140
PAY001022,CUST8795,19167,Wallet,Quarterly,FAILED,Invalid CVV,2,Timeout,0,2026-07-25 11:34:38.959140
PAY001023,CUST3001,16857,Debit Card,Quarterly,FAILED,UPI Failure,2,Approved,1,2026-04-05 15:07:38.959140
PAY001024,CUST2631,20689,UPI,Monthly,SUCCESS,,1,Approved,0,2026-03-15 05:05:38.959140
PAY001025,CUST6356,975,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-05-18 10:58:38.959140
PAY001026,CUST9518,3255,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-07-08 03:32:38.959140
PAY001027,CUST9270,21794,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-06-07 01:10:38.959140
PAY001028,CUST1517,17811,Net Banking,Monthly,SUCCESS,,0,Approved,0,2026-08-30 05:07:38.959140
PAY001029,CUST8531,10406,UPI,Monthly,SUCCESS,,3,Approved,0,2026-05-29 08:47:38.959140
PAY001030,CUST3689,21706,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-08-17 20:32:38.959140
PAY001031,CUST2792,23551,Wallet,Annual,SUCCESS,,3,Approved,0,2026-06-06 12:57:38.959140
PAY001032,CUST3560,18245,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-06-04 10:31:38.959140
PAY001033,CUST6779,16309,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-06-30 02:41:38.959140
PAY001034,CUST7003,19447,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-04-02 03:20:38.959140
PAY001035,CUST2594,20584,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-05-18 01:59:38.959140
PAY001036,CUST4844,13597,Debit Card,Annual,FAILED,Network Error,2,Declined,1,2026-03-20 01:51:38.959140
PAY001037,CUST5995,22643,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-08-14 23:41:38.959140
PAY001038,CUST8551,17741,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-03-16 14:32:38.959140
PAY001039,CUST8695,13899,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-03-13 12:22:38.959140
PAY001040,CUST2639,12476,Credit Card,Quarterly,FAILED,Card Expired,3,Processing Error,0,2026-05-07 11:54:38.959140
PAY001041,CUST5907,21967,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-04-09 03:14:38.959140
PAY001042,CUST9779,20921,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-08-09 18:54:38.959140
PAY001043,CUST4700,9841,Wallet,Annual,SUCCESS,,3,Approved,0,2026-08-03 06:35:38.959140
